PID,성별,연령,직업,ott 주중 이용시간대,ott 주말 이용시간대
145401,남,50,생산직,15:00~17:59,15:00~17:59
145402,여,51,생산직,15:00~17:59,15:00~17:59
145403,여,24,학생,21:00~23:59,이용하지 않음
145502,남,31,무직,15:00~17:59,15:00~17:59
145801,남,65,무직,21:00~23:59,21:00~23:59
146001,남,59,무직,21:00~23:59,21:00~23:59
146101,여,45,주부,21:00~23:59,이용하지 않음
146201,여,69,주부,12:00~14:59,12:00~14:59
146202,여,41,사무직,18:00~20:59,18:00~20:59
146301,여,41,생산직,21:00~23:59,21:00~23:59
146401,여,33,사무직,21:00~23:59,21:00~23:59
146402,여,58,주부,12:00~14:59,이용하지 않음
146403,남,31,사무직,21:00~23:59,21:00~23:59
146501,여,33,주부,15:00~17:59,12:00~14:59
146502,남,36,사무직,12:00~14:59,이용하지 않음
146901,여,56,사무직,21:00~23:59,이용하지 않음
147001,여,37,사무직,21:00~23:59,21:00~23:59
147101,남,53,생산직,12:00~14:59,이용하지 않음
147301,여,59,주부,15:00~17:59,이용하지 않음
147601,여,26,사무직,21:00~23:59,15:00~17:59
147801,여,29,사무직,21:00~23:59,15:00~17:59
147802,여,26,사무직,21:00~23:59,12:00~14:59
147901,여,23,사무직,21:00~23:59,12:00~14:59
148001,남,34,서비스/판매직,이용하지 않음,21:00~23:59
148101,남,27,학생,21:00~23:59,21:00~23:59
148201,남,30,사무직,21:00~23:59,18:00~20:59
148301,여,23,사무직,21:00~23:59,15:00~17:59
148401,여,22,사무직,21:00~23:59,21:00~23:59
148701,여,63,주부,12:00~14:59,12:00~14:59
148702,여,32,사무직,21:00~23:59,21:00~23:59
148801,남,57,생산직,21:00~23:59,12:00~14:59
148802,여,56,서비스/판매직,21:00~23:59,9:00~11:59
148901,여,48,주부,12:00~14:59,12:00~14:59
149101,여,66,기타,12:00~14:59,12:00~14:59
149201,남,49,서비스/판매직,21:00~23:59,21:00~23:59
149202,여,48,사무직,21:00~23:59,21:00~23:59
149301,여,70,기타,9:00~11:59,9:00~11:59
149401,여,54,서비스/판매직,12:00~14:59,21:00~23:59
149601,여,59,주부,18:00~20:59,이용하지 않음
149602,남,59,무직,12:00~14:59,12:00~14:59
149801,남,21,생산직,21:00~23:59,21:00~23:59
149901,여,61,주부,12:00~14:59,이용하지 않음
150101,남,35,사무직,6:00~8:59,이용하지 않음
150201,남,26,생산직,12:00~14:59,21:00~23:59
150301,남,57,생산직,21:00~23:59,18:00~20:59
150501,남,22,사무직,15:00~17:59,21:00~23:59
150601,남,54,생산직,21:00~23:59,21:00~23:59
151101,남,43,사무직,21:00~23:59,21:00~23:59
151201,남,63,생산직,9:00~11:59,이용하지 않음
151301,여,47,주부,15:00~17:59,15:00~17:59
151302,남,66,생산직,21:00~23:59,21:00~23:59
151602,남,63,무직,18:00~20:59,18:00~20:59
151701,남,30,서비스/판매직,18:00~20:59,18:00~20:59
151702,여,27,서비스/판매직,18:00~20:59,18:00~20:59
152801,남,37,무직,15:00~17:59,15:00~17:59
153701,남,27,서비스/판매직,18:00~20:59,18:00~20:59
153703,여,26,서비스/판매직,18:00~20:59,18:00~20:59
153902,여,76,서비스/판매직,18:00~20:59,18:00~20:59
154001,여,45,서비스/판매직,15:00~17:59,15:00~17:59
154002,남,51,서비스/판매직,21:00~23:59,21:00~23:59
154102,남,34,서비스/판매직,18:00~20:59,18:00~20:59
154802,여,58,주부,15:00~17:59,이용하지 않음
155301,여,63,서비스/판매직,9:00~11:59,15:00~17:59
155302,남,66,무직,9:00~11:59,9:00~11:59
155401,남,70,서비스/판매직,12:00~14:59,12:00~14:59
155402,여,64,주부,21:00~23:59,18:00~20:59
155801,여,38,주부,15:00~17:59,이용하지 않음
155802,남,33,사무직,18:00~20:59,이용하지 않음
156001,여,30,사무직,21:00~23:59,18:00~20:59
156101,여,52,서비스/판매직,18:00~20:59,이용하지 않음
156102,여,23,무직,15:00~17:59,18:00~20:59
156201,여,48,생산직,15:00~17:59,이용하지 않음
156202,여,20,학생,12:00~14:59,이용하지 않음
156501,여,40,주부,15:00~17:59,이용하지 않음
156502,남,37,사무직,15:00~17:59,이용하지 않음
156801,남,84,무직,9:00~11:59,9:00~11:59
157201,여,44,주부,15:00~17:59,이용하지 않음
157202,남,44,사무직,21:00~23:59,12:00~14:59
157301,남,44,무직,21:00~23:59,21:00~23:59
157401,여,56,서비스/판매직,21:00~23:59,이용하지 않음
157402,남,60,서비스/판매직,21:00~23:59,21:00~23:59
158001,여,57,생산직,15:00~17:59,15:00~17:59
158002,남,86,생산직,12:00~14:59,12:00~14:59
158101,여,48,주부,15:00~17:59,15:00~17:59
158102,남,49,사무직,18:00~20:59,18:00~20:59
158103,남,17,학생,이용하지 않음,12:00~14:59
158104,남,15,학생,이용하지 않음,15:00~17:59
158201,여,42,주부,15:00~17:59,15:00~17:59
158202,남,47,생산직,15:00~17:59,15:00~17:59
158203,남,17,학생,12:00~14:59,12:00~14:59
158301,여,54,생산직,18:00~20:59,18:00~20:59
158302,여,28,사무직,15:00~17:59,15:00~17:59
158601,남,35,사무직,15:00~17:59,15:00~17:59
159001,남,49,생산직,15:00~17:59,15:00~17:59
159101,남,35,사무직,15:00~17:59,15:00~17:59
159201,여,67,주부,12:00~14:59,12:00~14:59
159301,여,49,주부,15:00~17:59,15:00~17:59
159501,여,42,서비스/판매직,18:00~20:59,이용하지 않음
159502,여,18,학생,21:00~23:59,15:00~17:59
159503,여,16,학생,21:00~23:59,15:00~17:59
159701,남,44,서비스/판매직,12:00~14:59,12:00~14:59
159801,남,21,학생,12:00~14:59,15:00~17:59
159901,남,55,생산직,12:00~14:59,이용하지 않음
160001,여,35,사무직,이용하지 않음,12:00~14:59
160101,남,53,생산직,12:00~14:59,이용하지 않음
160102,여,51,서비스/판매직,15:00~17:59,이용하지 않음
160201,여,29,주부,21:00~23:59,21:00~23:59
160202,남,32,사무직,21:00~23:59,21:00~23:59
160701,여,38,사무직,6:00~8:59,6:00~8:59
160802,남,15,학생,18:00~20:59,15:00~17:59
161101,여,24,사무직,이용하지 않음,15:00~17:59
161102,여,25,사무직,18:00~20:59,12:00~14:59
161601,여,23,무직,21:00~23:59,21:00~23:59
161701,여,30,무직,21:00~23:59,18:00~20:59
161901,남,20,학생,21:00~23:59,21:00~23:59
162101,남,49,생산직,18:00~20:59,18:00~20:59
162201,남,66,무직,15:00~17:59,15:00~17:59
162202,여,64,주부,12:00~14:59,12:00~14:59
162301,여,38,사무직,18:00~20:59,18:00~20:59
162601,남,60,사무직,15:00~17:59,12:00~14:59
162701,여,42,사무직,18:00~20:59,이용하지 않음
162801,여,64,생산직,12:00~14:59,15:00~17:59
162802,남,65,무직,15:00~17:59,15:00~17:59
162901,여,32,주부,18:00~20:59,21:00~23:59
163201,남,65,사무직,21:00~23:59,21:00~23:59
163401,여,30,사무직,18:00~20:59,18:00~20:59
163601,여,67,서비스/판매직,12:00~14:59,12:00~14:59
163602,남,72,서비스/판매직,12:00~14:59,12:00~14:59
163901,여,58,무직,15:00~17:59,12:00~14:59
164201,여,54,주부,15:00~17:59,15:00~17:59
164401,남,52,생산직,21:00~23:59,이용하지 않음
164501,남,64,생산직,18:00~20:59,21:00~23:59
164601,여,52,생산직,9:00~11:59,이용하지 않음
164602,남,54,생산직,6:00~8:59,6:00~8:59
164603,남,27,생산직,21:00~23:59,21:00~23:59
164604,여,24,사무직,21:00~23:59,18:00~20:59
164801,남,77,생산직,9:00~11:59,9:00~11:59
165101,남,57,생산직,21:00~23:59,이용하지 않음
165201,남,58,생산직,6:00~8:59,이용하지 않음
165301,여,52,서비스/판매직,6:00~8:59,이용하지 않음
165601,남,72,무직,21:00~23:59,21:00~23:59
165801,여,49,주부,12:00~14:59,15:00~17:59
165802,남,54,서비스/판매직,12:00~14:59,15:00~17:59
166001,여,77,주부,12:00~14:59,12:00~14:59
166101,남,69,무직,15:00~17:59,15:00~17:59
166301,여,59,주부,9:00~11:59,9:00~11:59
166302,남,56,사무직,21:00~23:59,6:00~8:59
166303,여,16,학생,21:00~23:59,21:00~23:59
166304,남,13,학생,21:00~23:59,9:00~11:59
166401,남,48,생산직,12:00~14:59,12:00~14:59
166402,여,48,서비스/판매직,21:00~23:59,15:00~17:59
166403,여,14,학생,21:00~23:59,12:00~14:59
166501,여,45,서비스/판매직,18:00~20:59,12:00~14:59
166502,여,18,서비스/판매직,21:00~23:59,21:00~23:59
166601,여,62,주부,12:00~14:59,12:00~14:59
166701,남,30,생산직,12:00~14:59,12:00~14:59
166801,남,32,서비스/판매직,21:00~23:59,9:00~11:59
166901,여,50,서비스/판매직,21:00~23:59,9:00~11:59
167001,남,43,서비스/판매직,21:00~23:59,21:00~23:59
167201,남,24,생산직,21:00~23:59,21:00~23:59
167401,여,38,사무직,12:00~14:59,12:00~14:59
167701,여,37,주부,15:00~17:59,이용하지 않음
167702,남,37,사무직,21:00~23:59,21:00~23:59
167901,여,41,주부,15:00~17:59,18:00~20:59
167902,남,14,학생,21:00~23:59,21:00~23:59
167903,여,14,학생,15:00~17:59,12:00~14:59
168101,여,65,주부,12:00~14:59,이용하지 않음
168201,남,57,무직,12:00~14:59,15:00~17:59
168601,남,37,사무직,21:00~23:59,21:00~23:59
168602,여,30,서비스/판매직,21:00~23:59,21:00~23:59
168701,남,34,서비스/판매직,18:00~20:59,18:00~20:59
168801,남,39,생산직,18:00~20:59,18:00~20:59
169001,여,70,주부,15:00~17:59,이용하지 않음
169301,남,34,사무직,18:00~20:59,15:00~17:59
169401,여,70,주부,15:00~17:59,15:00~17:59
169601,남,71,생산직,12:00~14:59,12:00~14:59
170201,여,66,주부,15:00~17:59,15:00~17:59
170702,여,30,서비스/판매직,21:00~23:59,21:00~23:59
170801,여,34,사무직,12:00~14:59,이용하지 않음
170802,남,39,사무직,18:00~20:59,18:00~20:59
171303,남,24,생산직,이용하지 않음,18:00~20:59
171304,남,21,생산직,21:00~23:59,21:00~23:59
171403,남,31,생산직,12:00~14:59,21:00~23:59
171404,남,26,생산직,21:00~23:59,21:00~23:59
171901,남,52,생산직,9:00~11:59,이용하지 않음
171902,여,47,서비스/판매직,9:00~11:59,9:00~11:59
172201,여,59,서비스/판매직,이용하지 않음,12:00~14:59
172202,남,28,사무직,12:00~14:59,9:00~11:59
172301,여,30,서비스/판매직,6:00~8:59,9:00~11:59
172503,여,23,서비스/판매직,이용하지 않음,21:00~23:59
172601,남,43,생산직,21:00~23:59,21:00~23:59
172602,여,71,주부,12:00~14:59,12:00~14:59
172701,여,64,주부,18:00~20:59,이용하지 않음
172801,남,24,학생,21:00~23:59,21:00~23:59
172901,남,21,무직,12:00~14:59,12:00~14:59
173001,남,62,무직,18:00~20:59,18:00~20:59
173201,남,37,사무직,12:00~14:59,21:00~23:59
173301,여,42,주부,15:00~17:59,15:00~17:59
173302,남,44,서비스/판매직,12:00~14:59,12:00~14:59
173303,남,12,학생,12:00~14:59,12:00~14:59
173401,여,18,무직,12:00~14:59,12:00~14:59
173601,남,26,사무직,12:00~14:59,21:00~23:59
173701,여,66,생산직,18:00~20:59,18:00~20:59
173801,여,69,주부,12:00~14:59,이용하지 않음
173901,여,60,사무직,21:00~23:59,21:00~23:59
174001,남,44,서비스/판매직,15:00~17:59,21:00~23:59
174101,여,59,사무직,12:00~14:59,12:00~14:59
174201,여,41,사무직,12:00~14:59,12:00~14:59
174301,여,40,사무직,15:00~17:59,이용하지 않음
174401,여,55,주부,15:00~17:59,이용하지 않음
174901,여,66,주부,12:00~14:59,이용하지 않음
174902,남,67,생산직,이용하지 않음,12:00~14:59
175002,여,72,주부,12:00~14:59,12:00~14:59
175201,여,60,주부,15:00~17:59,15:00~17:59
175301,여,65,주부,15:00~17:59,15:00~17:59
175401,여,61,주부,12:00~14:59,12:00~14:59
175402,남,64,사무직,12:00~14:59,18:00~20:59
175501,남,49,사무직,12:00~14:59,이용하지 않음
175502,여,49,사무직,12:00~14:59,이용하지 않음
175701,남,31,사무직,12:00~14:59,9:00~11:59
175702,여,32,사무직,12:00~14:59,12:00~14:59
175802,남,61,사무직,12:00~14:59,이용하지 않음
176001,여,33,주부,15:00~17:59,18:00~20:59
176201,여,65,주부,15:00~17:59,이용하지 않음
176301,여,43,주부,15:00~17:59,이용하지 않음
176401,여,44,사무직,12:00~14:59,이용하지 않음
176501,여,37,주부,12:00~14:59,12:00~14:59
176901,남,58,생산직,18:00~20:59,18:00~20:59
177101,여,56,서비스/판매직,15:00~17:59,15:00~17:59
177201,여,25,사무직,21:00~23:59,21:00~23:59
177301,남,33,서비스/판매직,12:00~14:59,21:00~23:59
177501,여,35,서비스/판매직,12:00~14:59,18:00~20:59
177502,남,36,생산직,12:00~14:59,18:00~20:59
177701,여,24,주부,12:00~14:59,12:00~14:59
177801,여,35,주부,15:00~17:59,12:00~14:59
177901,여,35,주부,12:00~14:59,12:00~14:59
178001,여,61,주부,21:00~23:59,21:00~23:59
178101,남,76,무직,12:00~14:59,12:00~14:59
178102,여,67,주부,15:00~17:59,15:00~17:59
178201,여,40,주부,15:00~17:59,15:00~17:59
178301,남,18,학생,21:00~23:59,21:00~23:59
178401,남,25,무직,21:00~23:59,21:00~23:59
178501,여,51,주부,12:00~14:59,12:00~14:59
178601,여,64,서비스/판매직,15:00~17:59,15:00~17:59
178701,남,47,서비스/판매직,12:00~14:59,12:00~14:59
178702,여,46,주부,12:00~14:59,12:00~14:59
178801,여,30,주부,15:00~17:59,15:00~17:59
178901,여,38,주부,12:00~14:59,12:00~14:59
179001,남,38,사무직,12:00~14:59,12:00~14:59
179101,남,57,사무직,12:00~14:59,이용하지 않음
179102,여,30,사무직,12:00~14:59,12:00~14:59
179201,여,65,서비스/판매직,21:00~23:59,21:00~23:59
179301,여,38,사무직,15:00~17:59,18:00~20:59
179302,남,39,사무직,12:00~14:59,21:00~23:59
179401,남,26,서비스/판매직,12:00~14:59,15:00~17:59
179501,여,47,주부,12:00~14:59,18:00~20:59
179701,여,54,주부,12:00~14:59,18:00~20:59
179901,여,44,주부,12:00~14:59,15:00~17:59
179902,여,20,사무직,18:00~20:59,15:00~17:59
180002,남,46,무직,15:00~17:59,21:00~23:59
180101,남,27,무직,12:00~14:59,12:00~14:59
180201,여,61,주부,12:00~14:59,이용하지 않음
180301,남,48,무직,12:00~14:59,12:00~14:59
180401,남,53,서비스/판매직,18:00~20:59,이용하지 않음
180501,남,56,사무직,18:00~20:59,이용하지 않음
180601,여,65,서비스/판매직,12:00~14:59,이용하지 않음
180701,남,48,사무직,21:00~23:59,이용하지 않음
180901,남,27,서비스/판매직,18:00~20:59,18:00~20:59
181001,남,45,사무직,21:00~23:59,이용하지 않음
181101,남,49,서비스/판매직,12:00~14:59,12:00~14:59
181201,여,49,사무직,12:00~14:59,이용하지 않음
181301,남,35,사무직,21:00~23:59,21:00~23:59
181501,남,79,무직,15:00~17:59,15:00~17:59
181601,여,50,사무직,12:00~14:59,이용하지 않음
181602,남,24,서비스/판매직,21:00~23:59,21:00~23:59
182002,남,70,생산직,21:00~23:59,이용하지 않음
182101,여,35,서비스/판매직,21:00~23:59,21:00~23:59
182102,남,36,서비스/판매직,18:00~20:59,18:00~20:59
182202,여,34,서비스/판매직,21:00~23:59,21:00~23:59
182401,남,59,서비스/판매직,18:00~20:59,18:00~20:59
182501,여,74,주부,9:00~11:59,이용하지 않음
182701,여,40,서비스/판매직,18:00~20:59,이용하지 않음
182801,여,41,서비스/판매직,21:00~23:59,이용하지 않음
182901,남,44,사무직,21:00~23:59,21:00~23:59
