PID,성별,연령,직업,ott 주중 이용시간대,ott 주말 이용시간대
379801,여,47,주부,15:00~17:59,이용하지 않음
379901,남,29,사무직,21:00~23:59,12:00~14:59
380201,여,52,서비스/판매직,15:00~17:59,21:00~23:59
380401,남,47,사무직,21:00~23:59,21:00~23:59
380501,여,54,주부,12:00~14:59,15:00~17:59
380601,여,55,서비스/판매직,21:00~23:59,21:00~23:59
380602,남,53,생산직,21:00~23:59,21:00~23:59
380603,여,25,서비스/판매직,21:00~23:59,21:00~23:59
380604,남,23,학생,21:00~23:59,21:00~23:59
381101,여,74,주부,12:00~14:59,12:00~14:59
381301,여,81,생산직,15:00~17:59,이용하지 않음
381401,남,59,생산직,12:00~14:59,이용하지 않음
381501,남,75,무직,15:00~17:59,이용하지 않음
381701,여,38,사무직,21:00~23:59,15:00~17:59
381901,여,63,서비스/판매직,21:00~23:59,이용하지 않음
382001,여,35,주부,21:00~23:59,21:00~23:59
382101,여,45,주부,15:00~17:59,이용하지 않음
382201,남,56,생산직,15:00~17:59,18:00~20:59
382301,남,37,사무직,21:00~23:59,15:00~17:59
382401,남,46,무직,15:00~17:59,15:00~17:59
382601,남,43,생산직,21:00~23:59,이용하지 않음
382602,여,45,서비스/판매직,15:00~17:59,이용하지 않음
382701,남,77,무직,12:00~14:59,이용하지 않음
383001,여,29,사무직,15:00~17:59,이용하지 않음
383101,남,68,무직,15:00~17:59,이용하지 않음
383301,남,55,서비스/판매직,12:00~14:59,15:00~17:59
383402,남,53,사무직,18:00~20:59,이용하지 않음
383701,여,62,주부,12:00~14:59,15:00~17:59
383801,여,51,주부,18:00~20:59,15:00~17:59
384001,여,74,주부,12:00~14:59,12:00~14:59
384401,남,49,서비스/판매직,12:00~14:59,9:00~11:59
384601,여,28,사무직,12:00~14:59,21:00~23:59
385001,여,52,사무직,15:00~17:59,21:00~23:59
385301,여,57,서비스/판매직,12:00~14:59,12:00~14:59
385601,여,34,서비스/판매직,21:00~23:59,이용하지 않음
386201,남,28,사무직,12:00~14:59,21:00~23:59
386701,남,68,서비스/판매직,12:00~14:59,12:00~14:59
387001,여,54,주부,15:00~17:59,이용하지 않음
387101,남,73,무직,15:00~17:59,15:00~17:59
387201,여,62,생산직,12:00~14:59,이용하지 않음
387301,여,40,사무직,21:00~23:59,21:00~23:59
387901,남,61,생산직,15:00~17:59,15:00~17:59
388001,남,58,생산직,21:00~23:59,21:00~23:59
388201,남,35,사무직,18:00~20:59,18:00~20:59
388301,남,58,사무직,18:00~20:59,21:00~23:59
388501,남,42,서비스/판매직,이용하지 않음,21:00~23:59
388601,남,46,사무직,21:00~23:59,18:00~20:59
388701,남,55,사무직,21:00~23:59,21:00~23:59
388801,여,67,주부,12:00~14:59,12:00~14:59
389201,남,74,무직,12:00~14:59,12:00~14:59
389302,남,80,무직,15:00~17:59,이용하지 않음
389401,여,50,주부,15:00~17:59,15:00~17:59
389601,여,58,주부,15:00~17:59,이용하지 않음
389701,남,64,서비스/판매직,21:00~23:59,15:00~17:59
389801,남,46,사무직,21:00~23:59,이용하지 않음
389802,여,43,주부,15:00~17:59,이용하지 않음
389901,여,35,주부,12:00~14:59,18:00~20:59
390001,여,62,생산직,15:00~17:59,이용하지 않음
390101,여,38,사무직,15:00~17:59,15:00~17:59
390301,여,48,주부,12:00~14:59,12:00~14:59
390501,남,50,서비스/판매직,15:00~17:59,15:00~17:59
390601,여,43,주부,이용하지 않음,24:00~5:59
390801,남,28,사무직,18:00~20:59,15:00~17:59
390901,여,41,주부,21:00~23:59,21:00~23:59
391001,여,56,서비스/판매직,12:00~14:59,15:00~17:59
391101,여,50,서비스/판매직,21:00~23:59,21:00~23:59
391402,남,65,무직,21:00~23:59,21:00~23:59
391403,남,35,사무직,21:00~23:59,21:00~23:59
391601,남,61,서비스/판매직,15:00~17:59,9:00~11:59
391701,여,33,사무직,21:00~23:59,21:00~23:59
391702,남,34,사무직,18:00~20:59,15:00~17:59
391801,남,42,생산직,12:00~14:59,18:00~20:59
391802,여,42,서비스/판매직,21:00~23:59,21:00~23:59
391901,남,52,생산직,12:00~14:59,15:00~17:59
392001,여,51,서비스/판매직,21:00~23:59,12:00~14:59
392002,남,53,서비스/판매직,12:00~14:59,12:00~14:59
392101,여,43,주부,21:00~23:59,18:00~20:59
392102,남,44,사무직,21:00~23:59,18:00~20:59
392201,여,46,생산직,21:00~23:59,21:00~23:59
392202,남,50,생산직,21:00~23:59,21:00~23:59
392301,남,55,사무직,21:00~23:59,15:00~17:59
392302,여,53,주부,12:00~14:59,21:00~23:59
392401,여,69,서비스/판매직,21:00~23:59,15:00~17:59
392402,남,39,사무직,21:00~23:59,21:00~23:59
392501,여,61,서비스/판매직,15:00~17:59,24:00~5:59
392502,남,63,생산직,9:00~11:59,12:00~14:59
392601,여,42,사무직,21:00~23:59,21:00~23:59
392602,남,72,서비스/판매직,18:00~20:59,18:00~20:59
392702,여,42,서비스/판매직,15:00~17:59,15:00~17:59
392801,남,74,무직,18:00~20:59,12:00~14:59
392802,여,70,무직,12:00~14:59,21:00~23:59
393001,여,57,주부,21:00~23:59,15:00~17:59
393002,남,60,서비스/판매직,18:00~20:59,12:00~14:59
393101,여,47,사무직,21:00~23:59,21:00~23:59
393102,남,51,사무직,18:00~20:59,21:00~23:59
393201,남,60,서비스/판매직,18:00~20:59,12:00~14:59
393202,여,60,주부,12:00~14:59,12:00~14:59
393301,남,53,사무직,이용하지 않음,21:00~23:59
393302,여,51,주부,12:00~14:59,이용하지 않음
393401,여,47,생산직,21:00~23:59,21:00~23:59
393402,남,47,서비스/판매직,21:00~23:59,12:00~14:59
393501,여,39,주부,21:00~23:59,12:00~14:59
393502,남,42,사무직,21:00~23:59,18:00~20:59
393601,남,46,서비스/판매직,18:00~20:59,18:00~20:59
393602,여,67,주부,12:00~14:59,12:00~14:59
393701,남,55,서비스/판매직,21:00~23:59,21:00~23:59
393702,여,48,서비스/판매직,15:00~17:59,12:00~14:59
393801,남,49,서비스/판매직,12:00~14:59,21:00~23:59
393802,여,45,서비스/판매직,9:00~11:59,21:00~23:59
394101,남,34,서비스/판매직,15:00~17:59,15:00~17:59
394301,여,31,사무직,21:00~23:59,21:00~23:59
394401,남,50,서비스/판매직,21:00~23:59,12:00~14:59
394402,남,27,사무직,18:00~20:59,21:00~23:59
394501,여,59,사무직,21:00~23:59,12:00~14:59
394502,남,63,사무직,12:00~14:59,21:00~23:59
394801,여,53,서비스/판매직,21:00~23:59,15:00~17:59
394802,남,59,생산직,21:00~23:59,12:00~14:59
394901,여,67,생산직,12:00~14:59,12:00~14:59
395001,남,78,무직,12:00~14:59,15:00~17:59
395201,남,56,서비스/판매직,21:00~23:59,21:00~23:59
395301,여,47,서비스/판매직,12:00~14:59,12:00~14:59
395401,여,52,서비스/판매직,15:00~17:59,21:00~23:59
395501,남,51,서비스/판매직,18:00~20:59,12:00~14:59
395701,여,36,주부,12:00~14:59,12:00~14:59
395703,남,45,생산직,18:00~20:59,12:00~14:59
395902,여,53,생산직,18:00~20:59,18:00~20:59
396401,여,36,주부,21:00~23:59,21:00~23:59
397401,여,46,서비스/판매직,12:00~14:59,12:00~14:59
397402,남,47,생산직,12:00~14:59,12:00~14:59
397701,여,64,서비스/판매직,12:00~14:59,12:00~14:59
397801,여,60,주부,9:00~11:59,12:00~14:59
398001,남,65,생산직,21:00~23:59,12:00~14:59
398301,남,50,무직,18:00~20:59,15:00~17:59
398501,남,64,생산직,이용하지 않음,9:00~11:59
398601,남,22,학생,21:00~23:59,21:00~23:59
398701,남,59,생산직,이용하지 않음,12:00~14:59
399201,남,67,생산직,12:00~14:59,이용하지 않음
399401,남,26,무직,12:00~14:59,12:00~14:59
399501,여,63,주부,15:00~17:59,15:00~17:59
399801,남,47,사무직,21:00~23:59,9:00~11:59
400001,여,64,서비스/판매직,18:00~20:59,15:00~17:59
400101,남,49,서비스/판매직,12:00~14:59,이용하지 않음
400201,남,67,서비스/판매직,12:00~14:59,15:00~17:59
400301,남,40,서비스/판매직,12:00~14:59,12:00~14:59
400501,여,37,주부,12:00~14:59,12:00~14:59
400601,남,61,서비스/판매직,9:00~11:59,12:00~14:59
400901,여,51,주부,12:00~14:59,12:00~14:59
401001,남,35,생산직,21:00~23:59,21:00~23:59
401101,여,53,서비스/판매직,12:00~14:59,15:00~17:59
401201,여,49,서비스/판매직,21:00~23:59,21:00~23:59
401202,남,54,생산직,21:00~23:59,21:00~23:59
401301,여,55,서비스/판매직,12:00~14:59,18:00~20:59
401401,여,60,주부,18:00~20:59,12:00~14:59
401501,여,37,주부,12:00~14:59,12:00~14:59
401701,여,59,주부,15:00~17:59,18:00~20:59
401801,남,45,서비스/판매직,12:00~14:59,12:00~14:59
401802,여,42,서비스/판매직,9:00~11:59,15:00~17:59
401901,남,51,서비스/판매직,18:00~20:59,15:00~17:59
402201,여,57,서비스/판매직,18:00~20:59,18:00~20:59
402401,여,37,주부,12:00~14:59,15:00~17:59
402601,여,42,서비스/판매직,18:00~20:59,15:00~17:59
402902,여,19,무직,18:00~20:59,18:00~20:59
403001,여,51,주부,15:00~17:59,15:00~17:59
403002,여,25,사무직,21:00~23:59,21:00~23:59
403003,여,23,사무직,21:00~23:59,21:00~23:59
403004,남,21,학생,18:00~20:59,21:00~23:59
403101,여,67,주부,24:00~5:59,24:00~5:59
403102,남,65,사무직,24:00~5:59,24:00~5:59
403201,여,48,주부,21:00~23:59,이용하지 않음
403301,여,65,주부,21:00~23:59,21:00~23:59
403401,여,36,서비스/판매직,21:00~23:59,21:00~23:59
403501,여,50,서비스/판매직,12:00~14:59,15:00~17:59
403601,여,54,서비스/판매직,24:00~5:59,12:00~14:59
404201,남,58,생산직,6:00~8:59,6:00~8:59
404301,여,52,주부,15:00~17:59,15:00~17:59
404401,여,57,서비스/판매직,12:00~14:59,9:00~11:59
404501,여,57,서비스/판매직,12:00~14:59,이용하지 않음
404601,여,34,서비스/판매직,21:00~23:59,21:00~23:59
404701,여,46,서비스/판매직,이용하지 않음,21:00~23:59
404801,여,50,주부,15:00~17:59,15:00~17:59
404901,여,45,사무직,12:00~14:59,이용하지 않음
404902,여,15,학생,이용하지 않음,18:00~20:59
405001,여,19,서비스/판매직,9:00~11:59,12:00~14:59
407301,남,55,생산직,15:00~17:59,15:00~17:59
407303,여,24,사무직,21:00~23:59,15:00~17:59
